"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Jan 15 03:22:27 TRT 2025","Wed Jan 15 03:23:02 TRT 2025","34771","Bragi Mobile App - Smoke Suite","Onboarding Tests","onboarding.SuccessfulOnboardingTest","onboarding.SuccessfulOnboardingTest","successfulOnboarding","successfulOnboarding","Successful onboarding test."
